sentenceid,scale,codeCrowd,NcodedCrowd,NCrowd,SECrowd,goldCrowd,codeExperts,NcodedExperts,NExperts,SEExperts,codeSemiExperts,NcodedSemiExperts,NSemiExperts,SESemiExperts,manifestoid,party,year
1100006041,Social,,,,,,1,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100006051,None,,0,0,,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006051,Economic,1.25,4,459,.03440538,nongold,1.375,8,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006061,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006061,Economic,.33333334,3,459,.03440538,nongold,1.1666666,6,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006071,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006071,Economic,-.33333334,3,459,.03440538,nongold,0,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006081,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006081,Economic,1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006091,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006091,Economic,-.5,2,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006091,Social,2,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006101,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006101,Economic,1,1,459,.03440538,nongold,1,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006111,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006121,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006131,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006131,Economic,-1,6,459,.03440538,nongold,0,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006141,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006141,Economic,-1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006141,Social,0,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006151,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006151,Economic,0,4,459,.03440538,nongold,.60000002,5,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006161,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100006161,Economic,.2,5,459,.03440538,nongold,0,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006171,Economic,.80000001,5,459,.03440538,nongold,1.5714285,7,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006181,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006181,Economic,1,2,459,.03440538,nongold,1.1428572,7,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006191,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006191,Social,-1,2,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006201,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006201,Economic,1,1,459,.03440538,nongold,0,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006211,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006211,Economic,-.33333334,3,459,.03440538,nongold,.66666669,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006221,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006221,Social,1,1,280,.05688367,nongold,1.3333334,6,151,.060030621,,,,,Con 2001,Conservatives,2001
1100006231,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006231,Social,1,1,280,.05688367,nongold,1.5,4,151,.060030621,,,,,Con 2001,Conservatives,2001
1100006241,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006241,Social,2,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006251,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006251,Social,,,,,,1,2,151,.060030621,,,,,Con 2001,Conservatives,2001
1100006261,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006271,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006281,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006291,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006291,Economic,0,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006291,Social,,,,,,1,4,151,.060030621,,,,,Con 2001,Conservatives,2001
1100006301,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006301,Economic,0,3,459,.03440538,nongold,0,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006311,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100006311,Economic,0,5,459,.03440538,nongold,.75,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006321,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006321,Economic,1,2,459,.03440538,nongold,1,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006331,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006331,Economic,-.33333334,3,459,.03440538,nongold,.5,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006341,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006341,Economic,.5,2,459,.03440538,nongold,.66666669,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006351,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006351,Economic,1,2,459,.03440538,nongold,1,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006351,Social,-1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006361,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006361,Economic,-1,1,459,.03440538,nongold,.75,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006371,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006371,Economic,-.5,2,459,.03440538,nongold,1.25,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006371,Social,2,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006381,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006381,Economic,,,,,,0,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006381,Social,.66666669,3,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006391,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006401,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006401,Economic,.33333334,3,459,.03440538,nongold,1,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006411,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006411,Economic,-.25,4,459,.03440538,nongold,0,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006421,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100006421,Economic,0,5,459,.03440538,nongold,.80000001,5,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006431,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006431,Economic,-.33333334,3,459,.03440538,nongold,0,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006431,Social,,,,,,1,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100006441,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006441,Economic,-1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006451,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006451,Social,0,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006461,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006461,Economic,0,2,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006471,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006471,Economic,-.5,2,459,.03440538,nongold,-.5,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006481,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006491,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006491,Economic,-1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006491,Social,1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006501,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006501,Social,1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006511,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100006511,Economic,1,3,459,.03440538,nongold,.5,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006511,Social,0,2,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006521,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006521,Economic,.5,4,459,.03440538,nongold,.66666669,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006531,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006531,Economic,1,1,459,.03440538,nongold,0,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006541,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006541,Economic,,,,,,1,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006551,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006551,Economic,.33333334,3,459,.03440538,nongold,1.5,6,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006561,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006561,Economic,1,1,459,.03440538,nongold,.66666669,6,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006571,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006571,Economic,1,2,459,.03440538,nongold,1,5,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006581,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006581,Economic,1,3,459,.03440538,nongold,1,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006591,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006591,Economic,.66666669,3,459,.03440538,nongold,1.2,5,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006601,None,,0,0,,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006601,Economic,1,3,459,.03440538,nongold,1.375,8,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006601,Social,0,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006611,None,,0,0,,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006611,Economic,1.3333334,3,459,.03440538,nongold,1.5,6,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006621,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006621,Economic,1,2,459,.03440538,nongold,1,7,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006631,None,,0,0,,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006631,Economic,1,2,459,.03440538,nongold,1.3333334,6,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006641,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006641,Economic,1,2,459,.03440538,nongold,.33333334,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006651,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006651,Economic,1,2,459,.03440538,nongold,.75,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006661,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006661,Social,-1,1,280,.05688367,nongold,-.33333334,3,151,.060030621,,,,,Con 2001,Conservatives,2001
1100006671,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006671,Social,1,2,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006681,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006681,Economic,1,2,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006691,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006691,Economic,.33333334,3,459,.03440538,nongold,1,7,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006701,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006701,Economic,0,3,459,.03440538,nongold,1,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006711,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006711,Social,,,,,,1,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100006721,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006731,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006731,Social,1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006741,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006751,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006761,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006771,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006771,Social,0,1,280,.05688367,nongold,1,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100006781,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006791,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006791,Social,0,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006801,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006801,Economic,1,1,459,.03440538,nongold,1,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006811,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006821,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006831,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006831,Economic,1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006831,Social,1.5,2,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006841,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006841,Social,.5,2,280,.05688367,nongold,1,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100006851,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006851,Economic,1,1,459,.03440538,nongold,1,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006861,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006871,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006871,Economic,-1,3,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006871,Social,1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006881,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006881,Economic,1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006881,Social,1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006891,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006891,Economic,1,2,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006901,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006901,Economic,.66666669,3,459,.03440538,nongold,.5,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006911,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100006911,Economic,.40000001,5,459,.03440538,nongold,0,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006921,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006921,Economic,.33333334,3,459,.03440538,nongold,-.33333334,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006931,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006931,Economic,1,3,459,.03440538,nongold,0,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006941,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006941,Social,-1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006951,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006951,Economic,.75,4,459,.03440538,nongold,1.1666666,6,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006961,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006961,Economic,-1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006961,Social,2,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006971,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006971,Economic,0,2,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006971,Social,2,1,280,.05688367,nongold,2,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100006981,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006981,Social,0,2,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006991,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006991,Economic,1,1,459,.03440538,nongold,1,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006991,Social,1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100007001,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100007001,Economic,.60000002,5,459,.03440538,nongold,1,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100007011,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007011,Social,0,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100007021,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007021,Economic,1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100007031,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007031,Social,1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100007041,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007041,Social,1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100007051,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007051,Social,,,,,,1,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100007061,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007071,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007081,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007091,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007101,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007111,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007121,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007131,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007141,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007151,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007151,Social,,,,,,1,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100007161,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007171,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007171,Social,,,,,,0,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100007181,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007181,Social,,,,,,0,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100007191,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007201,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007201,Social,0,3,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100007211,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007211,Social,1,3,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100007221,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007221,Social,1,3,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100007231,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100007231,Social,1.2,5,280,.05688367,nongold,1,2,151,.060030621,,,,,Con 2001,Conservatives,2001
1100007241,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007241,Social,2,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100007251,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007261,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007261,Economic,,,,,,1.6666666,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100007261,Social,.5,2,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100007271,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007281,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007281,Economic,1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100007291,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007301,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007301,Economic,.5,4,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100007311,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007311,Economic,1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100007321,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007321,Economic,1,4,459,.03440538,nongold,1,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100007321,Social,,,,,,1,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100007331,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007331,Economic,-1,1,459,.03440538,nongold,1.2,5,415,.034149058,,,,,Con 2001,Conservatives,2001
1100007331,Social,0,2,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100007341,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007341,Economic,,,,,,1,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100007351,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007361,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007361,Economic,0,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100007371,None,,0,0,,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100007371,Economic,-1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100007371,Social,1,3,280,.05688367,nongold,1.2857143,7,151,.060030621,,,,,Con 2001,Conservatives,2001
1100007381,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100007381,Social,1,5,280,.05688367,nongold,1.8571428,7,151,.060030621,,,,,Con 2001,Conservatives,2001
1100007391,Economic,.80000001,5,459,.03440538,nongold,1.7142857,7,415,.034149058,,,,,Con 2001,Conservatives,2001
1100007401,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007401,Economic,.5,2,459,.03440538,nongold,1.3333334,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100007411,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007411,Economic,.33333334,3,459,.03440538,nongold,0,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100007421,None,,0,0,,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100007421,Economic,.25,4,459,.03440538,nongold,1.2,5,415,.034149058,,,,,Con 2001,Conservatives,2001
1100007431,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007431,Economic,-.66666669,3,459,.03440538,nongold,-.33333334,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100007441,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100007441,Economic,,,,,,0,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100007441,Social,0,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
