sentenceid,scale,codeCrowd,NcodedCrowd,NCrowd,SECrowd,goldCrowd,codeExperts,NcodedExperts,NExperts,SEExperts,codeSemiExperts,NcodedSemiExperts,NSemiExperts,SESemiExperts,manifestoid,party,year
1140001901,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140001901,Social,1.25,4,356,.055181433,nongold,.66666669,3,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140001911,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140001911,Social,1,1,356,.055181433,nongold,.5,2,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140001921,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140001931,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140001931,Social,0,2,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140001941,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140001941,Social,-2,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140001951,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140001951,Economic,0,1,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140001951,Social,-1,2,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140001961,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140001961,Social,1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140001971,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140001971,Social,-1,1,356,.055181433,nongold,-1,1,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140001981,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140001981,Social,0,2,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140001991,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140001991,Social,1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002001,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002001,Social,1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002011,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002011,Social,1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002021,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002021,Social,-.33333334,3,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002031,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002031,Economic,1,1,477,.039836992,nongold,0,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002031,Social,-1,3,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002041,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002051,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002061,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002061,Economic,1,1,477,.039836992,nongold,0,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002071,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002071,Economic,-1,2,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002081,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002081,Economic,1,1,477,.039836992,nongold,-1,1,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002081,Social,-1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002091,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002091,Economic,.5,2,477,.039836992,nongold,-1,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002091,Social,-1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002101,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002101,Economic,,,,,,-1,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002101,Social,-1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002111,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002111,Social,-1,3,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002121,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002121,Social,-2,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002131,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002131,Economic,-1,1,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002131,Social,-2,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002141,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002151,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002151,Social,-1.5,2,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002161,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002161,Economic,-1,1,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002161,Social,-1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002171,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002171,Economic,-.33333334,6,477,.039836992,nongold,-1,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002171,Social,-1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002181,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002191,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002191,Social,-1.5,2,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002201,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002201,Social,0,5,356,.055181433,nongold,1,3,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002211,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002211,Economic,1,1,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002211,Social,1.3333334,3,356,.055181433,nongold,.5,6,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002221,Social,1.2,5,356,.055181433,nongold,.71428573,7,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002231,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002231,Social,-.16666667,6,356,.055181433,nongold,-1,2,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002241,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002241,Social,.33333334,3,356,.055181433,nongold,-1.6666666,3,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002251,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002251,Economic,0,2,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002251,Social,-.5,2,356,.055181433,nongold,-1.25,4,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002261,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002261,Social,.80000001,5,356,.055181433,nongold,-1,5,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002271,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002271,Economic,0,1,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002271,Social,-.33333334,3,356,.055181433,nongold,-.5,4,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002281,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002281,Social,1,3,356,.055181433,nongold,-1,3,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002291,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002291,Social,0,5,356,.055181433,nongold,.66666669,6,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002301,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002301,Social,1.25,4,356,.055181433,nongold,.60000002,5,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002311,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002311,Social,1.5,2,356,.055181433,nongold,.66666669,3,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002321,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002321,Social,1,5,356,.055181433,nongold,-.25,4,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002331,Social,.83333331,6,356,.055181433,nongold,1.1666666,6,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002341,None,,0,0,,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002341,Social,1.25,4,356,.055181433,nongold,.16666667,6,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002351,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002351,Social,1.2,5,356,.055181433,nongold,.33333334,3,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002361,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002361,Social,1,5,356,.055181433,nongold,.66666669,3,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002371,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002371,Social,1.2,5,356,.055181433,nongold,.5,2,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002381,Social,-.2,5,356,.055181433,nongold,-1,6,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002391,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002391,Social,.2,5,356,.055181433,nongold,.60000002,5,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002401,Social,-1.2,5,356,.055181433,nongold,-1,6,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002411,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002411,Social,-.60000002,5,356,.055181433,nongold,-1.1666666,6,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002421,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002421,Social,-.2,5,356,.055181433,nongold,-.40000001,5,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002431,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002431,Social,1,3,356,.055181433,nongold,.75,4,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002441,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002441,Social,1,3,356,.055181433,nongold,1,3,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002451,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002451,Social,1.25,4,356,.055181433,nongold,1,3,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002461,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002461,Economic,0,1,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002461,Social,1,3,356,.055181433,nongold,1,3,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002471,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002471,Social,-.25,4,356,.055181433,nongold,.75,4,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002481,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002481,Social,.40000001,5,356,.055181433,nongold,.33333334,3,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002491,Social,-1.2,5,356,.055181433,nongold,-.85714287,7,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002501,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002501,Social,-.60000002,5,356,.055181433,nongold,-.75,4,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002511,Social,-.60000002,5,356,.055181433,nongold,-.66666669,6,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002521,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002521,Social,-.2,5,356,.055181433,nongold,-.71428573,7,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002531,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002531,Social,.40000001,5,356,.055181433,nongold,0,3,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002541,Social,1.4,5,356,.055181433,nongold,.40000001,5,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002551,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002551,Social,1.25,4,356,.055181433,nongold,1,3,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002561,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002561,Economic,-.5,2,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002561,Social,-.33333334,3,356,.055181433,nongold,-1.3333334,3,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002571,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002571,Social,.5,4,356,.055181433,nongold,-1,4,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002581,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002581,Social,.25,4,356,.055181433,nongold,-1.3333334,6,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002591,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002591,Social,0,2,356,.055181433,nongold,-1,2,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002601,None,,0,0,,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002601,Social,1.25,4,356,.055181433,nongold,.2,5,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002611,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002611,Social,1.5,2,356,.055181433,nongold,.60000002,5,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002621,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002621,Social,-.25,4,356,.055181433,nongold,-.75,4,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002631,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002631,Social,.75,4,356,.055181433,nongold,.25,4,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002641,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002641,Social,-1.5,4,356,.055181433,nongold,-1,4,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002651,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002651,Social,-1,4,356,.055181433,nongold,-1.2,5,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002661,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002661,Social,0,5,356,.055181433,nongold,0,3,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002671,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002671,Social,-.40000001,5,356,.055181433,nongold,0,3,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002681,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002681,Economic,-.66666669,3,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002681,Social,0,2,356,.055181433,nongold,-1,2,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002691,Social,-1,5,356,.055181433,nongold,-1.2,5,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002701,Social,-1.2,5,356,.055181433,nongold,-1.5,6,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002711,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002711,Social,-1.4,5,356,.055181433,nongold,-1.1666666,6,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002721,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002721,Social,-1.2,5,356,.055181433,nongold,-1,3,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002731,Social,-.60000002,5,356,.055181433,nongold,-1.625,8,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002741,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002741,Economic,-1,1,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002751,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002751,Social,-2,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002761,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002761,Social,-2,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002771,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002771,Economic,1,1,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002771,Social,1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140002781,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002781,Social,1,5,356,.055181433,nongold,.5,2,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002791,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002791,Social,0,5,356,.055181433,nongold,.66666669,3,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002801,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002801,Social,-.5,2,356,.055181433,nongold,-1.6666666,3,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140002811,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002811,Economic,-.2,5,477,.039836992,nongold,0,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002821,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002821,Economic,-.75,4,477,.039836992,nongold,0,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002831,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002831,Economic,-.40000001,5,477,.039836992,nongold,0,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002841,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002841,Economic,-.66666669,3,477,.039836992,nongold,0,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002851,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002851,Economic,.75,4,477,.039836992,nongold,0,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002861,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002861,Economic,1,1,477,.039836992,nongold,0,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002871,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002871,Economic,1.4,5,477,.039836992,nongold,1.25,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002881,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002881,Economic,1.4,5,477,.039836992,nongold,0,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002891,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002891,Economic,.40000001,5,477,.039836992,nongold,0,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002901,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002901,Economic,.75,4,477,.039836992,nongold,.40000001,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002911,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002911,Economic,.25,4,477,.039836992,nongold,.33333334,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002921,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002921,Economic,.5,2,477,.039836992,nongold,0,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002931,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002931,Economic,0,3,477,.039836992,nongold,.33333334,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002941,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002941,Economic,1,5,477,.039836992,nongold,.5,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002951,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002951,Economic,.66666669,3,477,.039836992,nongold,0,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002961,Economic,1,5,477,.039836992,nongold,.60000002,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002971,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140002971,Economic,.75,4,477,.039836992,nongold,.25,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002981,Economic,1.4,5,477,.039836992,nongold,-.14285715,7,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140002991,Economic,.40000001,5,477,.039836992,nongold,-1,6,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003001,Economic,0,5,477,.039836992,nongold,-.5,6,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003011,Economic,.5,4,477,.039836992,nongold,.85714287,7,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003021,Economic,.40000001,5,477,.039836992,nongold,.625,8,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003031,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003031,Economic,.60000002,5,477,.039836992,nongold,.5,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003041,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003041,Economic,0,5,477,.039836992,nongold,.5,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003051,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003051,Economic,.25,4,477,.039836992,nongold,0,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003061,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003061,Economic,-.40000001,5,477,.039836992,nongold,0,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003071,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003071,Economic,-.25,4,477,.039836992,nongold,0,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003081,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003081,Economic,-.5,4,477,.039836992,nongold,0,1,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003091,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003091,Economic,1.2,5,477,.039836992,nongold,0,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003101,Economic,-1.4,5,477,.039836992,nongold,-1.2857143,7,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003111,Economic,.40000001,5,477,.039836992,nongold,.33333334,6,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003121,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003121,Economic,-1.2,5,477,.039836992,nongold,0,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003131,None,,0,0,,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003131,Economic,-1.25,4,477,.039836992,nongold,0,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003141,None,,0,0,,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003141,Economic,1,4,477,.039836992,nongold,.2,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003151,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003151,Economic,.2,5,477,.039836992,nongold,-.2,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003151,Social,,,,,,1,1,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140003161,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003161,Economic,.2,5,477,.039836992,nongold,.25,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003171,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003171,Economic,.40000001,5,477,.039836992,nongold,.33333334,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003181,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003181,Economic,-.75,4,477,.039836992,nongold,.33333334,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003191,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003191,Economic,0,3,477,.039836992,nongold,0,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003201,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003201,Economic,.5,4,477,.039836992,nongold,-.16666667,6,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003211,Economic,1.4,5,477,.039836992,nongold,.5,6,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003221,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003221,Economic,.5,6,477,.039836992,nongold,-.80000001,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003231,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003231,Economic,-.090909094,11,477,.039836992,nongold,-.2,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003231,Social,-1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003241,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003241,Economic,.5,4,477,.039836992,nongold,-1.1666666,6,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003251,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003251,Economic,.66666669,3,477,.039836992,nongold,-.5,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003261,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003261,Economic,-.80000001,5,477,.039836992,nongold,0,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003271,Economic,.40000001,5,477,.039836992,nongold,.25,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003281,Economic,.2,5,477,.039836992,nongold,.5,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003291,None,,0,0,,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
